Origin Page,Destination Page,Link Text,Sentence Text,Wikidata Property Label,Direction
Guam High School Guam,UnitedStates,United States,military operated secondary school located at 401 Stitt Street in Agana Heights in the United States territory Guam,P17,Forwards
Winnsboro High School,UnitedStates,USA,Winnsboro High School is a public high school located in the city of Winnsboro Texas USA and classified as a 3A school by the UIL,P17,Forwards
Diboll High School,UnitedStates,United States,Public school in Diboll Texas United StatesDiboll High SchoolAddress1000 Lumberjack DriveDiboll Texas 759412102United StatesInformationSchool typePublic high schoolSchool districtDiboll Independent School DistrictPrincipalJohn ClementsGrades912Enrollment4981602017Colorsmwparseroutput legendpagebreakinsideavoidbreakinsideavoidcolumnmwparseroutput legendcolordisplayinlineblockminwidth125emheight125emlineheight125margin1px 0textaligncenterborder1px solid blackbackgroundcolortransparentcolorblackmwparseroutput legendtext160 160 White amp RedAthletics conferenceUIL Class 3AMascotLumberjacksLady JacksWebsiteDiboll High School,P17,Forwards
Gladys Porter High School,UnitedStates,USA,Gladys Porter High School is a 5A public high school in Brownsville Texas USA and is one of the successors of Brownsville High School,P17,Forwards
Athletic Union of Larissa,Greece,Greek, Athlitiki Enosi Larissas  Greek Αθλητική Ένωση Λάρισας Athletic Union of Larissa founded in 1964 is a major Greek multisports club based in the city of Larissa capital of Greeces Thessaly region,P17,Forwards
Boone Grove High School,Indiana,Indiana,Boone Grove High School is a public high school in Valparaiso Indiana United States,P131,Forwards
Aleksejs Anufrijevs,1936SummerOlympics,1936 Summer Olympics,He also participated as a substitute at the 1936 Summer Olympics and at the 1937 EuroBasket,P1344,Forwards
Mario Abboud,Centerbasketball,center,Mario Abboud born 1 August 1981 in Beirut is a Lebanese professional basketball center currently playing with Sporting Al Riyadi Beirut of the Lebanese Basketball League91span titleThis claim needs references to reliable sources,P413,Forwards
Juan Barea,Argentina,Argentine,Juan Barea born 15 March 1931 is an Argentine former basketball player,P27,Forwards
Giancarlo Primo,Italy,Italy,Giancarlo Primo November 4 1924 Rome – December 27 2005 Civita Castellana Italy was an Italian professional basketball player and coach,P27,Forwards
Josef Moc,Czechoslovakia,Czechoslovakia,Josef Moc born January 22 1908 date of death unknown was a Czech basketball player who competed for Czechoslovakia in the 1936 Summer Olympics,P27,Forwards
Nikos Nissiotis,Greece,Greek,Νησιώτης 21 May 1924 – 18 August 1986 was a Greek theologian philosopher university professor and basketball coach,P27,Forwards
Sport in Argentina,Argentina,Argentina,Argentina is one of the most important sport powers in the region ending at the top of the medal count at the South American Games since 1978 with exceptions in 2002 and 2010,P17,Forwards
Evaldas Kairys,Centerbasketball,center,He plays in the center position,P413,Forwards
Seagoville High School,UnitedStates,USA,Seagoville High School is a public secondary school located in Dallas Texas USA northwest of the city of Seagoville,P17,Forwards
Northeastern High School Ohio,UnitedStates,United States,Northeastern High School is a public high school near Springfield Ohio United States,P17,Forwards
All City High,RochesterNewYork,Rochester New York,All City High also known as John Marshall High School is located at 180 Ridgeway Ave in Rochester New York near Kodak Park,P131,Forwards
Palasport Roberta Serradimigni,Italy,Italy,Palasport Roberta Serradimigni commonly known as PalaSerradimigni is a multiuse indoor sporting arena that is located in Sassari Sardinia Italy,P17,Forwards
Newport High School Pennsylvania,NewportSchoolDistrictPennsylvania,Newport School District,It is part of the Newport School District,P5353,Forwards
Highlands High School San Antonio Texas,UnitedStates,USA,Highlands High School is a public high school located in San Antonio Texas USA and classified as a 5A school by the UIL,P17,Forwards
Boulder High School,Colorado,Colorado,Boulder High School is a high school in Boulder Colorado United States,P131,Forwards
Sport in Barcelona,Spain,Spain,Barcelona the capital of Catalonia is the second largest city and metropolitan area in Spain and sixthmost populous urban area in the European Union,P17,Forwards
Claudio Coldebella,Italy,Italian,Claudio Coldebella born 25 June 1968 is an Italian former professional basketball player,P27,Forwards
St Thomas Aquinas High School Florida,UnitedStates,United States,Thomas Aquinas High School  is a private Roman Catholic collegepreparatory high school in Fort Lauderdale Florida United States,P17,Forwards
Hakeem Olajuwon,NationalBasketballAssociation,National Basketball Association,From 1984 to 2002 he played the center position in the National Basketball Association NBA for the Houston Rockets and the Toronto Raptors,P118,Forwards
Wellsboro Area School District,WellsboroAreaHighSchool,Wellsboro Area High School,Wellsboro Area School District operates four schools Charlotte Lappla Elementary K1 Don Gill Elementary 34 grades Rock Butler Middle 58 grades and Wellsboro Area High School 912 grades,P5353,Backwards
Vladimir Kuljanin,Centerbasketball,center,Vladimir Vlad Kuljanin born April 2 1985 is a Canadian basketball player who plays as a center,P413,Forwards
R D National College,Mumbai,Mumbai,National College Sindhi رِشي دَيارام نيشنل ڪاليج8206 or simply as National College is an education institute on Linking Road in Bandra Mumbai Maharashtra India,P131,Forwards
Albert Tadros,1936SummerOlympics,1936,He competed in the mens tournament at the 1936 1948 and the 1952 Summer Olympics,P1344,Forwards
Georgios Georgakis,Greece,Greece,Georgios Georgakis alternate spellings Giorgos George Yiorgos Greek Γιώργος Γεωργάκης born 18 March 1991 in Maroussi Athens Greece is a Greek professional basketball player for Aris  of the Greek Basket League,P27,Forwards
Greg Stiemsma,Centerbasketball,center,A 611 center Stiemsma was known for his defense and shot blocking ability during his playing days,P413,Forwards
Tiago Splitter,NationalBasketballAssociation,National Basketball Association,Tiago Splitter Beims born January 1 1985 is a Brazilian former professional basketball player who played seven seasons in the National Basketball Association NBA,P118,Forwards
Rimas Kurtinaitis,Shootingguard,shooting guard,At a height of 196 m 65 tall during his playing career he played at the shooting guard position,P413,Forwards
Basketball at the 1948 Summer Olympics,Basketballatthe1936SummerOlympics,1936 Summer Olympics,Olympic basketball returned to indoor competition in Harringay Arena after the disastrous weather conditions of the final game in the 1936 Summer Olympics,P155,Forwards
Linas Kleiza,Powerforwardbasketball,power forward,Standing at 6160ft 8160in 203160m he played at the small forward and power forward positions,P413,Forwards
Small forward,LarryBird,Larry Bird,Small forwards inducted in the Naismith Memorial Basketball Hall of Fame include Julius Erving Larry Bird James Worthy Elgin Baylor Scottie Pippen Dominique Wilkins Rick Barry Cheryl Miller and Sheryl Swoopes,P413,Backwards
Selinsgrove Area High School,SelinsgroveAreaSchoolDistrict,Selinsgrove Area School District,It is a part of the Selinsgrove Area School District,P5353,Forwards
Yayma Boulet,Centerbasketball,center,Playing as a center she twice won a medal with the Cuba womens national basketball team at the Pan American Games during her career,P413,Forwards
TriCounty School District Minnesota,UnitedStates,United States,TriCounty School District 2358 commonly shortened to TCS is a public school district located in northwest Minnesota United States,P17,Forwards
Argentina,CultureofArgentina,Argentine culture,The country thereafter enjoyed relative peace and stability with several waves of European immigration mainly Italians and Spaniards radically reshaping its cultural and demographic outlook 625 of the population has full or partial Italian ancestry and the Argentine culture has significant connections to the Italian culture,P17,Backwards
Sydney Boys High School,NewSouthWales,New South Wales,Sydney Boys High School SBHS otherwise known as The Sydney High School SHS or High is a governmentfunded singlesex academically selective secondary day school for boys located at Moore Park New South Wales a suburb within the City of Sydney in Sydney New South Wales Australia,P131,Forwards
Riverina,NewSouthWales,New South Wales,is an agricultural region of southwestern New South Wales Australia,P131,Forwards
Dunmore School District,DunmoreHighSchool,Dunmore High School,The Dunmore School District operates three schools Dunmore High School Dunmore Middle School and Dunmore Elementary Center,P5353,Backwards
Lincoln College Preparatory Academy,UnitedStates,United States,News amp World Report as one of the Top 100 High Schools in the United States in 2012 and 2015,P17,Forwards
Newark New Jersey,PrudentialCenter,Prudential Center,Local cultural venues include the New Jersey Performing Arts Center Newark Symphony Hall the Prudential Center and The Newark Museum of Art,P131,Backwards
2013 in sports,2014insports,2014,2014,P156,Forwards
Cotton Center High School,UnitedStates,USA,Cotton Center High School or Cotton Center School is a public school located in unincorporated Cotton Center Texas USA a small farming community in the southern panhandle portion of the state and classified as a 1A school by the UIL,P17,Forwards
Half Moon Bay High School,UnitedStates,American,Half Moon Bay High School is an American public high school located in Half Moon Bay in San Mateo County California,P17,Forwards
Laurium,Greece,Greece,Laurium or Lavrio Greek Λαύριο Ancient Greek Λαύρειον later Λαύριον before early 11th century BC Θορικός Thorikos from Middle Ages until 1908 Εργαστήρια Ergastiria is a town in southeastern part of Attica Greece,P17,Forwards
1960 in sports,1959insports,1959,1957160195816019591601960160196116019621601963,P156,Backwards
